qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q101256627,Karnataka,13.863598,75.205368,Humcha Jain temples,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Outside%20view%20of%20Basadi%20in%20Humcha.jpg?width=640,,,,,,,Monument of National Importance,,Humcha Basadis,https://upload.wikimedia.org/wikipedia/commons/4/41/Outside_view_of_Basadi_in_Humcha.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Outside_view_of_Basadi_in_Humcha.jpg,,,https://en.wikipedia.org/wiki/Humcha_Jain_temples,N-KA-B172
Q105605675,Tamil Nadu,8.275278,77.170639,"Parthasarathy temple, Parthivapuram",,,,,,"পার্থসারথি মন্দির, পার্থিবপুরম",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Parthasarathy%20Temple%2C%20Parthivapuram.%20Kanyakumari%2C%20Tamil%20Nadu%20-%205.jpg?width=640,,,,,,,Monument of National Importance,,"Parthasarathi Temple, Parthivapuram",https://upload.wikimedia.org/wikipedia/commons/6/63/Parthasarathi_and_Krishna_Temples%2C_Parthivapuram._Kanyakumari.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Parthasarathi_and_Krishna_Temples%2C_Parthivapuram._Kanyakumari.jpg,,,"https://en.wikipedia.org/wiki/Parthasarathy_temple,_Parthivapuram",N-TN-T16
Q1061529,Karnataka,12.272475,76.670703,Chamundeshwari Temple,chamudi temple,சாமுண்டி கோயில்,"చాముండేశ్వరి దేవాలయం, మైసూరు",ಚಾಮುಂಡೇಶ್ವರಿ ದೇವಾಸ್ಥಾನ,ചാമുണ്ഡേശ്വരി ക്ഷേത്രം,চামুণ্ডেশ্বরী মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chamundeshwari%20Temple.jpg?width=640,,,,,,,State Protected Monument,,Chamundeshwari Temple,https://upload.wikimedia.org/wikipedia/commons/d/d1/Chamundeshwari_Temple_Mysore.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Chamundeshwari_Temple_Mysore.jpg,Public domain,Rithwik,https://en.wikipedia.org/wiki/Chamundeshwari_Temple,S-KA-566
Q106606477,Andhra Pradesh,15.133722,78.673945,"Sri Lakshmi Narasimha Swamy Temple, Ahobilam",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Prahlada%20Varada%20Temple%2C%20Ahobilam%20under%20renovation%2C%20January%202020.jpg?width=640,,,,,,,State Protected Monument,,"Sri Lakshmi Narasimha Swamy Temple, Ahobilam",,http://commons.wikimedia.org/wiki/Special:FilePath/Prahlada%20Varada%20Temple%2C%20Ahobilam%20under%20renovation%2C%20January%202020.jpg?width=640,,,,S-AP-252
Q107546783,Andhra Pradesh,16.962028,82.051944,Veerabhadra temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Virabhadra%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2009.jpg?width=640,,,,,,,Monument of National Importance,,"Virabhadra Gudi, Biccavolu",,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Virabhadra%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2009.jpg?width=640,CC0,G.N. Subrahmanyam,,N-AP-40
Q108063681,West Bengal,26.280451,89.468363,Siddhanath Shiva temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Siddhanath%20Siva%20temple%20at%20Dhauluabari%20under%20Cooch%20Behar%20district%20in%20West%20Bengal%2001.jpg?width=640,,,,,,,State Protected Monument,,"Siddhanath Shiva temple, Ghughumari",,http://commons.wikimedia.org/wiki/Special:FilePath/Siddhanath%20Siva%20temple%20at%20Dhauluabari%20under%20Cooch%20Behar%20district%20in%20West%20Bengal%2001.jpg?width=640,,,,S-WB-48
Q108067296,Dadra and Nagar Haveli and Daman and Diu,20.406770,72.834230,Church of Bom Jesus,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Daman%20Bom%20Jesus%20Church.JPG?width=640,,Catholicism,,,,,Heritage of Portuguese Influence; Monument of National Importance,,Church of Bom Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Daman%20Bom%20Jesus%20Church.JPG?width=640,CC BY-SA 3.0,Pradeep717,,N-DD-7
Q1092799,Maharashtra,20.024823,75.169930,Grishneshwar temple,घृष्णेश्वर मन्दिर,"கிரிஸ்னேஸ்வரர் கோயில், ஔரங்கபாத்",ఘృష్ణేశ్వర్ జ్వోతిర్లింగం,ಶ್ರೀ ಗೃಷ್ಣೇಶ್ವರ ಜ್ಯೋತಿರ್ಲಿಂಗ,ഘൃഷ്ണേശ്വർ,ঘৃষ্ণেশ্বর মন্দির,ଘୃଷ୍ଣେଶ୍ୱର ମନ୍ଦିର,घृष्णेश्वर,ઘૃષ્ણેશ્વર,http://commons.wikimedia.org/wiki/Special:FilePath/Grishneshwar%20temple%20in%20Aurangabad%20district.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Grishneshwar Temple,https://upload.wikimedia.org/wikipedia/commons/a/ad/Grishneshwar_temple_in_Aurangabad_district.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Grishneshwar_temple_in_Aurangabad_district.jpg,CC BY-SA 3.0,Rashmi.parab,https://en.wikipedia.org/wiki/Ghrishneshwar_Temple,N-MH-A39
Q110347658,Andhra Pradesh,,,Kanchragudi,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Kancana%20Gudi%2C%20Biccavolu%20Andhra%20Pradesh%20-%2008.jpg?width=640,,,,,,,Monument of National Importance,,"Kancana Gudi, Biccavolu",,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Kancana%20Gudi%2C%20Biccavolu%20Andhra%20Pradesh%20-%2008.jpg?width=640,CC0,G.N. Subrahmanyam,,N-AP-37
Q110347712,Andhra Pradesh,,,Nakkalagudi,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Nakkula%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2012.jpg?width=640,,,,,,,Monument of National Importance,,"Nakkula Gudi, Biccavolu",,http://commons.wikimedia.org/wiki/Special:FilePath/9th%20century%20Nakkula%20temple%2C%20Biccavolu%20Andhra%20Pradesh%20-%2012.jpg?width=640,CC0,G.N. Subrahmanyam,,N-AP-39
Q11058991,Odisha,20.216667,85.870833,"Chausath Yogini Temple, Hirapur","चौसठ योगिनी मंदिर, हीरापुर","யோகினி கோயில், ஒடிசா",చౌసతీ జోగిని ఆలయం,ಚೌಸತಿ ಜೋಗಿನಿ ದೇವಾಲಯ,ചൗസതി ജോകിനി ക്ഷേത്രം,চৌষট্টি যোগিনী মন্দির,ଚଉଷଠି ଯୋଗିନୀ ମନ୍ଦିର,चौसष्ठ योगिनी मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Chausathi%20Yogini%20temple%20Hirapur%20%2812%29.jpg?width=640,,,,,,,Monument of National Importance,,"Chausath Yogini Temple, Hirapur",https://upload.wikimedia.org/wikipedia/commons/3/3b/Chausath_Yogini_Temple_-_Outside.JPG,https://upload.wikimedia.org/wikipedia/commons/3/3b/Chausath_Yogini_Temple_-_Outside.JPG,CC BY-SA 3.0,Rohit Agarwal,"https://en.wikipedia.org/wiki/Chausath_Yogini_Temple,_Hirapur",N-OR-69
Q110823714,Maharashtra,18.272384,74.160418,"Khandoba Temple, Jejuri",खंडोबा मंदिर (जेजुरी),கண்டோபா கோயில் (ஜெசூரி),,,,"খন্ডোবা মন্দির, জেজুরী",,खंडोबा मंदिर (जेजुरी),,http://commons.wikimedia.org/wiki/Special:FilePath/Khandoba%20temple%20Pune.jpg?width=640,,,,,,,State Protected Monument,,"Khandoba Temple, Jejuri",https://upload.wikimedia.org/wikipedia/commons/c/c1/Khandoba_temple_Pune.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Khandoba_temple_Pune.jpg,CC BY-SA 4.0,PKharote,"https://en.wikipedia.org/wiki/Khandoba_Temple,_Jejuri",S-MH-207
Q112912431,Rajasthan,26.000556,76.363889,Chamatkarji Jain Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chamatkarji%20Jain%20temple%20%283%29.jpg?width=640,,,,,,,Monument of National Importance,,Chamatkarji Jain temple,https://upload.wikimedia.org/wikipedia/commons/9/9f/Chamatkarji_Jain_temple_%283%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Chamatkarji_Jain_temple_%283%29.jpg,CC BY-SA 4.0,Pratyk321,https://en.wikipedia.org/wiki/Chamatkarji,N-RJ-99
Q1144279,Tamil Nadu,12.616389,80.198611,Shore Temple,महाबलिपुरम के तट मन्दिर,மாமல்லபுரம் கடற்கரைக் கோயில்,షోర్ దేవాలయం,ಶೋರ್ ಟೆಂಪಲ್,ഷോർ ക്ഷേത്രം,,,,mahabalipuram,http://commons.wikimedia.org/wiki/Special:FilePath/Mamallapuram.jpg?width=640,,,,,Narasimhavarman II,0732-01-01T00:00:00Z,Monument of National Importance,,Shore Temple,https://upload.wikimedia.org/wikipedia/commons/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg,,,https://en.wikipedia.org/wiki/Shore_Temple,N-TN-C55
Q115408600,Chhattisgarh,19.137181,81.382853,"Chandraditya temple, Barsur",,,చంద్రాదిత్య దేవాలయం,"ಚಂದ್ರಾದಿತ್ಯ ದೇವಸ್ಥಾನ, ಬರಸೂರು",,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/012%2001%202022%20Barsur%20Chandraditya%20Temple%20Chattisgarh%20012.jpg?width=640,,,,,,,Monument of National Importance,,"Chandraditya temple, Barsur",https://upload.wikimedia.org/wikipedia/commons/4/44/012_01_2022_Barsur_Chandraditya_Temple_Chattisgarh_012.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/012_01_2022_Barsur_Chandraditya_Temple_Chattisgarh_012.jpg,CC0,Ms Sarah Welch,https://en.wikipedia.org/wiki/Chandratiya_Temple,N-CT-41
Q115463941,Chhattisgarh,19.199650,81.740512,Narayanpal Temple,नारायणपाल मंदिर,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0011122%20Narayanpal%20Vishnu%20Mandir%20Chhattisgarh%20017.jpg?width=640,,,,,,,Monument of National Importance,,"Narayanpal Temple, Chhattisgarh",https://upload.wikimedia.org/wikipedia/commons/a/ab/0011122_Narayanpal_Vishnu_Mandir_Chhattisgarh_009.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/0011122_Narayanpal_Vishnu_Mandir_Chhattisgarh_009.jpg,CC0,Ms Sarah Welch,https://en.wikipedia.org/wiki/Narayanpal_Temple,N-CT-4
Q115553807,Madhya Pradesh,22.105722,80.556861,"Joda Temple, Baihar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0010422%2012th%20century%20Joda%20Temple%2C%20Baihar%20Madhya%20Pradesh%20011.jpg?width=640,,,,,,,Monument of National Importance,,"Joda Temple, Baihar",,http://commons.wikimedia.org/wiki/Special:FilePath/0010422%2012th%20century%20Joda%20Temple%2C%20Baihar%20Madhya%20Pradesh%20011.jpg?width=640,CC0,Ms Sarah Welch,,N-MP-1
Q115977989,Madhya Pradesh,24.399244,80.447300,"Chaumukhnath Mahadeva temple, Nachna",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0122221%20Chaturmukh%20Mahadeva%20temple%2C%20Nachna%20Madhya%20Pradesh%20006.jpg?width=640,,,,,,,Monument of National Importance,,"Chaumukhnath Mahadeva temple, Nachna",,http://commons.wikimedia.org/wiki/Special:FilePath/0122221%20Chaturmukh%20Mahadeva%20temple%2C%20Nachna%20Madhya%20Pradesh%20006.jpg?width=640,CC0,Ms Sarah Welch,,N-MP-217
Q116796563,Madhya Pradesh,22.245972,76.155889,"Siddheshwar temple, Omkareshwar Mandhata",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0102621%20Siddheshwara%20temple%2C%20Siddhanatha%2C%20Omkareswar%20Madhya%20Pradesh%20030.jpg?width=640,,,,,,,State Protected Monument,,"Siddheshwar temple, Omkareshwar Mandhata",,http://commons.wikimedia.org/wiki/Special:FilePath/0102621%20Siddheshwara%20temple%2C%20Siddhanatha%2C%20Omkareswar%20Madhya%20Pradesh%20030.jpg?width=640,CC0,Ms Sarah Welch,,S-MP-132
Q1171865,Uttar Pradesh,24.526944,78.240000,"Dashavatara Temple, Deogarh","दशावतारा मंदिर, देवगढ़",தசாவதாரக் கோயில்,"దశావతార ఆలయం, దేవగఢ్","ದಶಾವತಾರ ದೇವಸ್ಥಾನ,ದಿಯೋಗರ್",,দশাবতার মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Deogarh01.jpg?width=640,,Vaishnavism,Hindu temple architecture,,,0500-01-01T00:00:00Z,Monument of National Importance,,Deogarh,https://upload.wikimedia.org/wikipedia/commons/6/65/Deogarh01.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Deogarh01.jpg,CC BY-SA 2.0,byron aihara,"https://en.wikipedia.org/wiki/Dashavatara_Temple,_Deogarh",N-UP-L206
Q117231222,Gujarat,21.526667,70.523056,"Neminath Jain Temple, Girnar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/TEMPLE%20OF%20NEMINATHA%20ON%20MOUNT%20GIRNAR.jpg?width=640,,,Māru-Gurjara architecture,,,,State Protected Monument,,"Neminath temple, Girnar",https://upload.wikimedia.org/wikipedia/commons/9/9b/Neminath_Girnar.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Neminath_Girnar.jpg,,,"https://en.wikipedia.org/wiki/Neminath_Jain_Temple,_Girnar",S-GJ-364
Q12060832,Odisha,20.131731,85.092373,"Jagannath Temple, Nayagarh",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jagannath%20Temple%2C%20Nayagarh.jpg?width=640,,,,,,,State Protected Monument,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Jagannath_Temple%2C_Nayagarh.jpg,https://upload.wikimedia.org/wikipedia/commons/1/12/Jagannath_Temple%2C_Nayagarh.jpg,CC BY 3.0,Sanshlistha m,"https://en.wikipedia.org/wiki/Jagannath_Temple,_Nayagarh",S-OR-180
Q12060940,Kerala,10.063902,76.545428,Kallil Temple,,கல்லில் கோயில்,,,കല്ലിൽ ഭഗവതി ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kallil%20Temple%20DSC%201650%2046.jpg?width=640,,,rock-cut architecture,,,,State Protected Monument,,Kallil Temple,https://upload.wikimedia.org/wikipedia/commons/0/05/Kallil_temple_-_2.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Kallil_temple_-_2.jpg,CC BY 3.0,നിരക്ഷരൻ at Malayalam Wikipedia.,https://en.wikipedia.org/wiki/Kallil_Temple,S-KL-15
Q12062031,Tamil Nadu,10.541667,78.519167,Moovar Koil,मूवर कोइल,"மூவர் கோயில், கொடும்பாளூர்",మూవర్ కోయిల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Moovar%20koil.jpg?width=640,,,,,,,Monument of National Importance,,Moovar Koil,https://upload.wikimedia.org/wikipedia/commons/c/c4/Moovar_Koil_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Moovar_Koil_Temple.jpg,CC BY-SA 4.0,Kasiarunachalam,https://en.wikipedia.org/wiki/Moovar_Koil,N-TN-T58
Q12062312,Madhya Pradesh,24.853306,79.922695,Nandi Temple,नन्दी मन्दिर,கஜூரஹோ நந்திக்கோவில்,"నంది ఆలయం, ఖజురహో",,നന്ദി ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khajuraho%20India%2C%20Nandi%20Temple%2001.JPG?width=640,,,,,,,Monument of National Importance,,Nandi Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/e/ed/Khajuraho_India%2C_Nandi_Temple_01.JPG,https://upload.wikimedia.org/wikipedia/commons/e/ed/Khajuraho_India%2C_Nandi_Temple_01.JPG,CC BY-SA 3.0,Rajenver,"https://en.wikipedia.org/wiki/Nandi_Temple,_Khajuraho_India",N-MP-20
Q12065367,Madhya Pradesh,24.853167,79.921945,Parvati Temple,,,"పార్వతి ఆలయం, ఖజురహో",,പാർവതി ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/India-5752%20-%20Flickr%20-%20archer10%20%28Dennis%29.jpg?width=640,,,,,Chandelas of Jejakabhukti,,Monument of National Importance,,Parvati Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/2/2b/India-5752_-_Flickr_-_archer10_%28Dennis%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2b/India-5752_-_Flickr_-_archer10_%28Dennis%29.jpg,CC BY-SA 2.0,Dennis G. Jarvis,"https://en.wikipedia.org/wiki/Parvati_Temple,_Khajuraho",N-MP-21
Q124018536,Uttarakhand,30.415972,79.314083,"Vaitarani Kund and Temples, Gopeshwar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0052323%20Vaitarani%20kund%20and%20group%20of%20temples%2C%20Gopeshwar%20Uttarakhand%20148.jpg?width=640,,,,,,,State Protected Monument,,"Vaitarani Kund and Temples, Gopeshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/0052323%20Vaitarani%20kund%20and%20group%20of%20temples%2C%20Gopeshwar%20Uttarakhand%20148.jpg?width=640,CC0,Ms Sarah Welch,,S-UT-10
Q12419620,Rajasthan,25.752800,71.097700,Kiradu temples,किराड़ू का मंदिर,கிராடு கோயில்கள்,కిరాడు దేవాలయాలు,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kiradu%20ke%20Mandir%20-%20Barmer%20-%20Rajasthan%20-%20011.jpg?width=640,,,,,,,State Protected Monument,,Kiradu temples,https://upload.wikimedia.org/wikipedia/commons/5/5e/The_Kiradu_Temples_in_perspective_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/The_Kiradu_Temples_in_perspective_%28cropped%29.jpg,,,https://en.wikipedia.org/wiki/Kiradu_temples,S-RJ-40
Q12426499,Madhya Pradesh,24.854423,79.920066,Chitragupta Temple,"चित्रगुप्त मन्दिर,खजुराहो",கஜூரஹோ சித்திரகுப்தர் கோயில்,"చిత్రగుప్త ఆలయం, ఖజురహో",ಚಿತ್ರಗುಪ್ತ ದೇವಾಲಯ,ചിത്രഗുപ്ത ക്ഷേത്രം,চিত্রগুপ্ত মন্দির,ଚିତ୍ରଗୁପ୍ତ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/2%20Chitragupta%20mandir%2C%20Khajuraho.jpg?width=640,,,,,Chandelas of Jejakabhukti,,Monument of National Importance,,Chitragupta Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/7/79/Chitragupta_temple_belonging_to_Western_Group_of_Temples_at_Khajuraho_in_Madhya_Pradesh.jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Chitragupta_temple_belonging_to_Western_Group_of_Temples_at_Khajuraho_in_Madhya_Pradesh.jpg,CC BY-SA 4.0,Amitabha Gupta,"https://en.wikipedia.org/wiki/Chitragupta_Temple,_Khajuraho",N-MP-12
Q12437742,Madhya Pradesh,24.844850,79.936575,Parshvanatha Temple,"पार्श्वनाथ मन्दिर, खजुराहो",,"పార్శ్వనాథ ఆలయం, ఖజురహో",,പാർഷ്വാനന്ദ ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khajuraho%20Parshvanath%20temple%202010.jpg?width=640,,,,,,,part of UNESCO World Heritage Site; Monument of National Importance,,Parsvnatha Jain Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/9/97/Le_temple_de_Parshvanath_%28Khajuraho%29_%288638423582%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Le_temple_de_Parshvanath_%28Khajuraho%29_%288638423582%29.jpg,CC BY 2.0,"Jean-Pierre Dalbéra from Paris, France","https://en.wikipedia.org/wiki/Parshvanatha_temple,_Khajuraho",N-MP-29
Q12443091,Madhya Pradesh,24.849200,79.932760,Brahma Temple,"ब्रह्मा मंदिर, खजुराहो",,"బ్రహ్మ ఆలయం, ఖజురహో",,ബ്രഹ്മ ക്ഷേത്രം,,"ବ୍ରହ୍ମା ମନ୍ଦିର, ଖଜୁରାହୋ",,,http://commons.wikimedia.org/wiki/Special:FilePath/Western%20group%20of%20temples%20khajuraho%2022.jpg?width=640,Shiva,,,,,,part of UNESCO World Heritage Site; Monument of National Importance,,Brahma Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/d/d6/Brahma_Temple_Khajuraho.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Brahma_Temple_Khajuraho.jpg,CC BY-SA 4.0,Itsmalay~commonswiki,"https://en.wikipedia.org/wiki/Brahma_Temple,_Khajuraho",N-MP-25
Q12449473,Uttar Pradesh,27.583734,77.695699,Radha Vallabh Temple,राधा वल्लभ मंदिर,,"రాధా వల్లభ ఆలయం, బృందావన్",,,"রাধাবল্লভ মন্দির, বৃন্দাবন",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Radha%20Ballabh.jpg?width=640,Radha Krishna,Radha Vallabh Sampradaya,,,Hith Harivansh Mahaprabhu,1600-01-01T00:00:00Z,Monument of National Importance,,"Radha Vallabh Temple, Vrindavan",https://upload.wikimedia.org/wikipedia/commons/1/1c/Radhavallabhlalj.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Radhavallabhlalj.jpg,,,"https://en.wikipedia.org/wiki/Radha_Vallabh_Temple,_Vrindavan",N-UP-A198
Q12451198,Uttarakhand,30.731444,78.067555,"Lakhamandal temple, ruins and images",लाखामंडल,,,,ലാഖാമണ്ഡൽ,,,,લાખામંડલ શિવમંદિર,http://commons.wikimedia.org/wiki/Special:FilePath/0052023%20Lakhamandal%20temple%20and%20ruins%2C%20Gupta%20era%20artwork%2C%20Uttarakhand%20030.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Lakhamandal,https://upload.wikimedia.org/wikipedia/commons/5/55/Lakhamandal_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Lakhamandal_Temple.jpg,CC BY-SA 3.0,Bpmnnit,https://en.wikipedia.org/wiki/Lakhamandal,N-UT-36
Q12453080,Madhya Pradesh,24.853333,79.922500,Vishvanath Temple,"विश्वनाथ मन्दिर, खजुराहो",விசுவநாதர் கோயில்,"విశ్వనాథ దేవాలయం, ఖజురహో",,വിശ്വനാഥ ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/India-5749%20-%20Visvanatha%20Temple%20-%20Flickr%20-%20archer10%20%28Dennis%29.jpg?width=640,Shiva,,,,,1002-01-01T00:00:00Z,Monument of National Importance,,"Vishvanatha Temple, Khajuraho",https://upload.wikimedia.org/wikipedia/commons/6/68/India-5749_-_Visvanatha_Temple_-_Flickr_-_archer10_%28Dennis%29.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/India-5749_-_Visvanatha_Temple_-_Flickr_-_archer10_%28Dennis%29.jpg,CC BY-SA 2.0,Dennis G. Jarvis,"https://en.wikipedia.org/wiki/Vishvanatha_Temple,_Khajuraho",N-MP-23
Q126046490,Gujarat,24.001500,73.268611,"Sharaneshwar Temple, Abhapur",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sharneshwar%20Temple%201.jpg?width=640,,,,,,,State Protected Monument,,"Sarneshwar Temple, Polo Forest",,http://commons.wikimedia.org/wiki/Special:FilePath/Sharneshwar%20Temple%201.jpg?width=640,,,,S-GJ-350
